airport_ident,type,description,frequency_mhz
YKER,FSS,MELBOURNE CNTR,125.8
YKGA,CTAF,CTAF,122
YKGA,MISC,MISC,117.3
YKGA,MISC,MISC,122.4
YKGA,MISC,MISC,127.3
YKHA,CTAF,CTAF,118.8
YKHA,MISC,MISC,123.4
YKHA,MISC,MISC,125.8
YKHG,CTAF,CTAF,122.6
YKHG,MISC,MISC,117.3
YKHG,MISC,MISC,122.4
YKHG,MISC,MISC,127.3
YKIA,CTAF,CTAF,121.85
YKIA,MISC,MISC,117.3
YKIA,MISC,MISC,122.4
YKIA,MISC,MISC,127.3
YKID,CTAF,CTAF,119.8
YKID,MISC,MISC,123.4
YKID,MISC,MISC,125.8
YKIG,CTAF,CTAF,121.8
YKIG,MISC,MISC,122.3
YKIG,MISC,MISC,123.05
YKII,CTAF,CTAF,126.85
YKII,FSS,MELBOURNE CNTR,123.9
YKIL,CTAF,CTAF,122.4
YKIL,MISC,MISC,117.3
YKIL,MISC,MISC,122.4
YKIL,MISC,MISC,127.3
YKIU,CTAF,CTAF,122.3
YKIU,MISC,MISC,120
YKIU,MISC,MISC,120.6
YKIU,UHF CH 10,Kaiurro Aggregation Operational Frequency,476.65
YKKG,CTAF,CTAF,126.7
YKKG,FSS,BRISBANE CNTR,123.7
YKKH,CTAF,CTAF,124.1
YKKH,MISC,MISC,120
YKKH,MISC,MISC,122.3
YKKH,MISC,MISC,123.05
YKLA,CTAF,CTAF,118.2
YKLA,MISC,MISC,119.6
YKLA,MISC,MISC,121.2
YKLB,CTAF,CTAF,118.2
YKLB,MISC,MISC,119.6
YKLB,MISC,MISC,121.2
YKLG,CTAF,CTAF,118.2
YKLG,MISC,MISC,120
YKLG,MISC,MISC,120.6
YKLL,CTAF,CTAF,122.4
YKLL,MISC,MISC,120
YKLL,MISC,MISC,120.6
YKLN,CTAF,CTAF,118.2
YKLN,MISC,MISC,123.4
YKLN,MISC,MISC,125.8
YKLR,CTAF,CTAF,120.5
YKLR,MISC,MISC,122.6
YKLR,MISC,MISC,123.9
YKLR,MISC,MISC,127.05
YKMB,CTAF,CTAF,126.7
YKMB,MISC,MISC,118.6
YKML,CTAF,CTAF,118.2
YKML,MISC,MISC,120
YKML,MISC,MISC,120.6
YKMP,CTAF,CTAF,118.9
YKMP,FSS,BRISBANE CNTR,120.55
YKNG,CTAF,CTAF,125.4
YKNM,CTAF,CTAF,122.6
YKNM,MISC,MISC,122.3
YKNM,MISC,MISC,123.05
YKNT,CTAF,CTAF,120.5
YKNT,MISC,MISC,121.85
YKNT,MISC,MISC,122.3
YKNT,MISC,MISC,123.05
YKNV,CTAF,CTAF,125.8
YKNV,MISC,MISC,120
YKNV,MISC,MISC,120.6
YKOG,CTAF,CTAF,125.8
YKOG,MISC,MISC,119.6
YKOG,MISC,MISC,121.2
YKOJ,CTAF,CTAF,126.7
YKOJ,MISC,MISC,120
YKOJ,MISC,MISC,122.3
YKOJ,MISC,MISC,123.05
YKOK,CTAF,CTAF,118.4
YKOK,MISC,MISC,122.3
YKOK,MISC,MISC,123.05
YKOL,CTAF,CTAF,123.9
YKOL,MISC,MISC,122.3
YKOL,MISC,MISC,123.05
YKOW,CTAF,CTAF,126.7
YKOW,FSS,BRISBANE CNTR,118.2
YKPR,CTAF,CTAF,118.2
YKPR,MISC,MISC,120
YKPR,MISC,MISC,120.6
YKRV,CTAF,CTAF,122.1
YKRV,MISC,MISC,119.6
YKRY,CTAF,CTAF,127.45
YKRY,FSS,BRISBANE CNTR,121.2
YKSC,CTAF,CTAF,126
YKSC,FSS,MELBOURNE CNTR,123.05
YKTH,CTAF,CTAF,124.3
YKTH,MISC,MISC,117.3
YKTH,MISC,MISC,122.4
YKTH,MISC,MISC,127.3
YKTN,CTAF,CTAF,119
YKTN,MISC,MISC,126.8
YKUB,CTAF,CTAF,126.5
YKUB,FSS,BRISBANE CNTR,120.3
YKUR,CTAF,,126.7
YKUW,CTAF,CTAF,125.8
YKUW,MISC,MISC,118.2
YKUW,MISC,MISC,119.6
YKUY,CTAF,CTAF,126
YKUY,MISC,MISC,118.2
YKUY,MISC,MISC,119.6
YKWG,CTAF,CTAF,123.9
YKWG,MISC,MISC,114.1
YKWG,MISC,MISC,120.6
YKWG,MISC,MISC,122.1
YKYB,CTAF,CTAF,126.7
YKYB,AREA FREQUENCY,,126.8
YKYN,CTAF,CTAF,120
YKYN,MISC,MISC,126.8
YLAG,CTAF,CTAF,125.55
YLAG,MISC,MISC,126.8
YLAH,CTAF,CTAF,125.7
YLAH,MISC,MISC,112.6
YLAH,MISC,MISC,120.6
YLAH,MISC,MISC,126.5
YLAM,CTAF,CTAF,120.7
YLAM,MISC,MISC,116.5
YLAM,MISC,MISC,122.4
YLAM,MISC,MISC,125.3
YLAN,CTAF,CTAF,127.1
YLAN,MISC,MISC,126
YLAO,CTAF,CTAF,124.3
YLAO,MISC,MISC,116.5
YLAO,MISC,MISC,122.4
YLAO,MISC,MISC,125.3
YLAW,CTAF,CTAF,118.4
YLAW,MISC,MISC,118.4
YLAW,MISC,MISC,121.3
YLBD,CTAF,CTAF,122.1
YLBD,MISC,MISC,118.4
YLBD,MISC,MISC,119.6
YLBG,CTAF,CTAF,118.4
YLBG,MISC,MISC,122.1
YLCG,CTAF,CTAF,126.7
YLCG,MISC,MISC,126
YLCS,CTAF,CTAF,122.4
YLCS,MISC,MISC,119.6
YLCS,MISC,MISC,120.3
YLDB,CTAF,CTAF,126.5
YLDB,MISC,MISC,126.8
YLDO,CTAF,CTAF,122.6
YLDO,MISC,MISC,116.5
YLDO,MISC,MISC,122.4
YLDO,MISC,MISC,125.3
YLEC,CTAF,CTAF,126.7
YLEC,FSS,MELBOURNE CNTR,121.2
YLEC,UNIC,LEIGH CREEK UNICOM,126.7
YLED,CTAF,CTAF,127.65
YLED,MISC,MISC,112.6
YLED,MISC,MISC,120.6
YLED,MISC,MISC,126.5
YLEE,CTAF,CTAF,126
YLEE,MISC,MISC,112.6
YLEE,MISC,MISC,120.6
YLEE,MISC,MISC,126.5
YLEG,CTAF,CTAF,126.7
YLEG,FSS,MELBOURNE CNTR,120
YLEO,CTAF,CTAF,126.8
YLEO,FSS,MELBOURNE CNTR,118.4
YLET,CTAF,CTAF,124
YLET,MISC,MISC,126
YLEV,CTAF,CTAF,127.15
YLEV,FSS,BRISBANE CNTR,123.4
YLFD,CTAF,CTAF,118.2
YLFD,MISC,MISC,126
YLGA,CTAF,CTAF,125.7
YLGA,MISC,MISC,124.8
YLGB,CTAF,CTAF,127
YLGB,MISC,MISC,116.5
YLGB,MISC,MISC,122.4
YLGB,MISC,MISC,125.3
YLGC,CTAF,CTAF,125.4
YLGC,MISC,MISC,116.5
YLGC,MISC,MISC,122.4
YLGC,MISC,MISC,125.3
YLGD,CTAF,CTAF,126.5
YLGD,MISC,MISC,119.6
YLGD,MISC,MISC,120.3
YLGL,CTAF,CTAF,122.3
YLGL,MISC,MISC,126.8
YLGN,CTAF,CTAF,134.2
YLGN,MISC,MISC,118.4
YLGN,MISC,MISC,119.6
YLGU,CTAF,CTAF,122.439
YLGU,MISC,MISC,112.4
YLGU,MISC,MISC,125.9
YLHI,CTAF,CTAF,126.7
YLHI,MISC,MISC,121.6
YLHL,CTAF,CTAF,120.7
YLHL,MISC,MISC,119.6
YLHL,MISC,MISC,120.3
YLHR,CTAF,CTAF,126.7
YLHR,FSS,BRISBANE CNTR,122.1
YLHS,CTAF,CTAF,119.8
YLHS,MISC,MISC,121.6
YLIL,CTAF,CTAF,119.1
YLIL,MISC,MISC,122.4
YLIM,CTAF,CTAF,134.2
YLIM,MISC,MISC,118.4
YLIM,MISC,MISC,119.6
YLIN,CTAF,CTAF,119.1
YLIN,MISC,MISC,122.4
YLIS,CTAF,CTAF,124.2
YLIS,FSS,BRISBANE CNTR,120.3
YLKD,CTAF,CTAF,119.8
YLKD,MISC,MISC,121.6
YLKN,CTAF,CTAF,122.4
YLKN,MISC,MISC,116.5
YLKN,MISC,MISC,122.4
YLKN,MISC,MISC,125.3
YLLA,CTAF,CTAF,122.1
YLLA,MISC,MISC,132.9
YLLC,CTAF,CTAF,119.8
YLLC,MISC,MISC,118.4
YLLC,MISC,MISC,119.6
YLLD,CTAF,CTAF,124.8
YLLD,MISC,MISC,126
YLLE,CTAF,CTAF,126.7
YLLE,FSS,BRISBANE CNTR,118.8
YLLE,UNIC,BALLERA UNICOM,126.7
YLMB,CTAF,CTAF,127.1
YLMB,MISC,MISC,126
YLMQ,CTAF,CTAF,126
YLMQ,MISC,MISC,125.7
YLMU,CTAF,CTAF,126.7
YLMU,MISC,MISC,122.1
YLND,CTAF,CTAF,121.2
YLND,MISC,MISC,126
YLNR,CTAF,CTAF,122.6
YLNR,MISC,MISC,116.5
YLNR,MISC,MISC,122.4
YLNR,MISC,MISC,125.3
YLOC,CTAF,CTAF,123.4
YLOC,MISC,MISC,118.4
YLOC,MISC,MISC,119.6
YLOD,CTAF,CTAF,120
YLOD,MISC,MISC,117.9
YLOD,MISC,MISC,122.1
YLOD,MISC,MISC,125.3
YLOH,CTAF,CTAF,124.9
YLOH,MISC,MISC,121.6
YLOK,CTAF,CTAF,125.9
YLOK,MISC,MISC,118.4
YLOK,MISC,MISC,119.6
YLOR,CTAF,CTAF,126.7
YLOR,MISC,MISC,121.6
YLOU,CTAF,CTAF,122.6
YLOU,MISC,MISC,118.4
YLOU,MISC,MISC,119.6
YLOV,CTAF,CTAF,118.6
YLOV,MISC,MISC,121.6
YLOX,MISC,MISC,118.4
YLOX,MISC,MISC,119.6
YLOY,CTAF,CTAF,120
YLOY,MISC,MISC,117.9
YLOY,MISC,MISC,122.1
YLOY,MISC,MISC,125.3
YLRA,CTAF,CTAF,121.2
YLRA,MISC,MISC,112.6
YLRA,MISC,MISC,120.6
YLRA,MISC,MISC,126.5
YLRD,CTAF,CTAF,126.7
YLRD,FSS,BRISBANE CNTR,127.1
YLRE,CTAF,CTAF,126.7
YLRE,FSS,BRISBANE CNTR,122.1
YLRG,CTAF,CTAF,122.6
YLRG,MISC,MISC,118.4
YLRG,MISC,MISC,119.6
YLRN,CTAF,CTAF,125.7
YLRN,MISC,MISC,121.6
YLRS,CTAF,CTAF,118.2
YLRS,MISC,MISC,122.4
YLRS,MISC,MISC,123.9
YLSM,CTAF,CTAF,124.2
YLSM,MISC,MISC,119.6
YLSM,MISC,MISC,120.3
YLST,CTAF,CTAF,126.5
YLST,FSS,MELBOURNE CNTR,118.95
YLSY,CTAF,CTAF,121.85
YLSY,MISC,MISC,122.1
YLTN,CTAF,CTAF,126.8
YLTN,FSS,MELBOURNE CNTR,118.4
YLTV,CTAF,CTAF,126
YLTV,UNICOM,UNICOM,126
YLTV,FSS,MELBOURNE CNTR,124
YLUC,CTAF,CTAF,119.8
YLUC,MISC,MISC,118.4
YLUC,MISC,MISC,119.6
YLUI,CTAF,CTAF,124.3
YLUI,MISC,MISC,118.4
YLUI,MISC,MISC,119.6
YLUL,CTAF,CTAF,122.6
YLUL,MISC,MISC,132.9
YLUW,CTAF,CTAF,120.039
YLUW,MISC,MISC,112.4
YLUW,MISC,MISC,125.9
YLVB,CTAF,CTAF,126.8
YLVB,MISC,MISC,121.6
YLVD,CTAF,CTAF,122.1
YLVD,MISC,MISC,116.5
YLVD,MISC,MISC,122.4
YLVD,MISC,MISC,125.3
YLVK,CTAF,CTAF,128.85
YLVK,MISC,MISC,112.6
YLVK,MISC,MISC,120.6
YLVK,MISC,MISC,126.5
YLVY,CTAF,CTAF,122.4
YLVY,MISC,MISC,116.5
YLVY,MISC,MISC,122.4
YLVY,MISC,MISC,125.3
YLWY,CTAF,CTAF,122.6
YLWY,MISC,MISC,116.5
YLWY,MISC,MISC,122.4
YLWY,MISC,MISC,125.3
YLYD,CTAF,CTAF,121.2
YLYD,MISC,MISC,121.6
YLYK,CTAF,CTAF,124.3
YLYK,MISC,MISC,118.4
YLYK,MISC,MISC,119.6
YLYN,CTAF,CTAF,124.3
YLYN,MISC,MISC,118.4
YLYN,MISC,MISC,119.6
YLZI,CTAF,CTAF,126
YLZI,FSS,BRISBANE CNTR,134.65
YLZI,UNIC,UNICOM,128.8
YMAA,CTAF,CTAF,120.327
YMAA,MISC,MISC,121.6
YMAC,CTAF,CTAF,120.7
YMAC,MISC,MISC,118.4
YMAC,MISC,MISC,119.6
YMAD,CTAF,CTAF,120.737
YMAD,MISC,MISC,118.4
YMAD,MISC,MISC,119.6
YMAE,CTAF,CTAF,122.1
YMAE,MISC,MISC,112.2
YMAE,MISC,MISC,122.3
YMAE,MISC,MISC,133.05
YMAG,CTAF,CTAF,126.7
YMAG,MISC,MISC,117.5
YMAG,MISC,MISC,124
YMAI,CTAF,CTAF,120.7
YMAI,MISC,MISC,118.4
YMAI,MISC,MISC,119.6
YMAK,CTAF,CTAF,124.3
YMAK,MISC,MISC,118.4
YMAK,MISC,MISC,119.6
YMAU,CTAF,CTAF,125.7
YMAU,MISC,MISC,124.8
YMAV,TWR,TWR,120.1
YMAV,CTAF,CTAF,120.1
YMAV,ATIS,ATIS,116.1
YMAV,FSS,MELBOURNE RADAR,135.7
YMAV,UNIC,FLIGHT OPS,129.3
YMAY,TWR,Albury Tower,123.25
YMAY,CTAF,CTAF,124.2
YMAY,ATIS,Albury ATIS,115.6
YMAY,ATIS,Albury ATIS,133.85
YMAY,FSS,MELBOURNE CNTR,125.2
YMAY,GCA,Albury Ground Control,121.8
YMBA,CTAF,CTAF,126.7
YMBA,FSS,CAIRNS APP,126.1
YMBD,CTAF,,127.5
YMBT,CTAF,CTAF,126
YMBT,MISC,Melbourne Centre,125.2
YMBU,CTAF,CTAF,119.1
YMBU,FSS,MELBOURNE CNTR,126.8
YMBZ,CTAF,CTAF,119.8
YMBZ,MISC,MISC,124.8
YMCE,CTAF,CTAF,122.6
YMCE,MISC,MISC,124.8
YMCK,CTAF,CTAF,120
YMCK,MISC,MISC,122.8
YMCK,MISC,MISC,125.8
YMCL,CTAF,CTAF,128.55
YMCL,MISC,MISC,118.8
YMCL,MISC,MISC,122.4
YMCO,CTAF,CTAF,126.7
YMCO,MISC,MISC,117.5
YMCO,MISC,MISC,124
YMCR,CTAF,CTAF,122.4
YMCR,MISC,MISC,120
YMCR,MISC,MISC,120.6
YMCR,MISC,MISC,123.4
YMCS,CTAF,CTAF,119.4
YMCS,MISC,MISC,112.7
YMCS,MISC,MISC,119.6
YMCS,MISC,MISC,135.5
YMCT,CTAF,CTAF,126.7
YMCT,FSS,MELBOURNE CNTR,125.8
YMCU,CTAF,CTAF,118.4
YMCU,MISC,MISC,124.8
YMDA,CTAF,CTAF,127.1
YMDA,MISC,MISC,112.2
YMDA,MISC,MISC,122.3
YMDA,MISC,MISC,133.05
YMDB,CTAF,CTAF,121.2
YMDB,MISC,MISC,124.8
YMDG,CTAF,CTAF,126.7
YMDG,FSS,BRISBANE CNTR,133.05
YMDI,CTAF,CTAF,123.9
YMDI,MISC,MISC,118.4
YMDI,MISC,MISC,119.6
YMDK,CTAF,CTAF,119.8
YMDK,MISC,MISC,124.8
YMDN,CTAF,CTAF,120.1
YMDN,MISC,MISC,120.1
YMDN,MISC,MISC,123.4
YMDR,CTAF,CTAF,122.4
YMDR,MISC,MISC,119.5
YMDS,CTAF,CTAF,119.8
YMDS,MISC,MISC,118.4
YMDS,MISC,MISC,119.6
YMDS,MISC,MISC,124.1
YMDS,MISC,MISC,124.3
YMDT,CTAF,CTAF,134.2
YMDT,MISC,MISC,124.8
YMDV,CTAF,CTAF,121.85
YMDV,MISC,MISC,124.8
YMDW,CTAF,CTAF,120.15
YMDW,MISC,MISC,125.7
YMDY,CTAF,CTAF,126.7
YMDY,FSS,BRISBANE CNTR,124.1
YMDY,MISC,DPRAC,72.35
YMDZ,CTAF,CTAF,122.4
YMDZ,MISC,MISC,123.4
YMEB,CTAF,CTAF,119.8
YMEB,MISC,MISC,124.8
YMED,CTAF,CTAF,122.6
YMED,MISC,MISC,126.8
YMEI,CTAF,CTAF,118.4
YMEI,MISC,MISC,112.9
YMEI,MISC,MISC,122.6
YMEK,CTAF,CTAF,126.7
YMEK,FSS,MELBOURNE CNTR,122.6
YMEL,CTAF,CTAF,124.2
YMEL,MISC,MISC,126.8
YMEN,GND,GND,121.9
YMEN,TWR,TWR,125.1
YMEN,APP,APP,132
YMEN,DEP,DEP,118.9
YMEN,ATIS,ATIS,119.8
YMEO,CTAF,CTAF,126.7
YMEO,FIA,Melbourne Centre,122.4
YMEP,CTAF,CTAF,122.6
YMEP,MISC,MISC,126.8
YMER,CTAF,CTAF,126.7
YMER,FSS,MELBOURNE CNTR,120.75
YMES,GND,SALE GND,134.1
YMES,TWR,SALE TWR,118.3
YMES,CTAF,CTAF,118.3
YMES,APP,SALE APP,123.3
YMES,ATIS,ATIS,31.62
YMES,CLD,SALE CLNC DEL,133.6
YMES,FSS,MELBOURNE CNTR,124
YMEU,CTAF,CTAF,122.1
YMEU,MISC,MISC,118.8
YMEU,MISC,MISC,119.6
YMEW,CTAF,CTAF,121.2
YMEW,MISC,MISC,119.5
YMEY,CTAF,CTAF,127.1
YMEY,MISC,MISC,112.2
YMEY,MISC,MISC,122.3
YMEY,MISC,MISC,133.05
YMFD,CTAF,CTAF,126.7
YMFD,FIA,Melbourne Centre,122.4
YMGB,CTAF,CTAF,127.5
YMGB,FSS,BRISBANE CNTR,123.4
YMGD,CTAF,CTAF,127.5
YMGD,FSS,BRISBANE CNTR,123.4
YMGG,CTAF,CTAF,125.7
YMGG,MISC,MISC,124.8
YMGI,CTAF,CTAF,126.7
YMGI,FSS,BRISBANE CNTR,123.9
YMGN,CTAF,CTAF,122
YMGN,MISC,MISC,117
YMGN,MISC,MISC,121.8
YMGN,MISC,MISC,122.3
YMGO,CTAF,CTAF,122.6
YMGO,MISC,MISC,124.8
YMGR,CTAF,CTAF,118.6
YMGR,MISC,MISC,120
YMGR,MISC,MISC,120.2
YMGS,CTAF,CTAF,118.4
YMGS,MISC,MISC,124.8
YMGT,CTAF,CTAF,126.7
YMGT,FSS,MELBOURNE CNTR,124.9
YMGV,CTAF,CTAF,118.2
YMGV,MISC,MISC,112.2
YMGV,MISC,MISC,122.3
YMGV,MISC,MISC,133.05
YMHB,TWR,TWR,118.1
YMHB,CTAF,CTAF,118.1
YMHB,ATIS,ATIS,112.7
YMHB,FSS,MELBOURNE CNTR,125.55
YMHL,CTAF,CTAF,126.4
YMHL,MISC,MISC,125.4
YMHT,CTAF,CTAF,122.1
YMHT,MISC,MISC,117
YMHT,MISC,MISC,121.8
YMHT,MISC,MISC,122.3
YMHU,CTAF,CTAF,126.7
YMHU,FSS,BRISBANE CNTR,128.5
YMHW,CTAF,CTAF,118.8
YMHW,MISC,MISC,125.2
YMIA,CTAF,CTAF,118.8
YMIA,FSS,MELBOURNE CNTR,122.1
YMIB,CTAF,CTAF,120.7
YMIB,MISC,MISC,118.15
YMIG,CTAF,CTAF,126.7
YMIG,MISC,MISC,121.2
YMIJ,CTAF,CTAF,126.7
YMIJ,MISC,MISC,118.15
YMIL,CTAF,CTAF,122.6
YMIL,MISC,MISC,119.5
YMIN,CTAF,CTAF,120.6
YMIN,MISC,MISC,118.15
YMIN,MISC,MISC,127.05
YMIP,CTAF,CTAF,126.7
YMIP,MISC,MISC,132.9
YMIS,CTAF,CTAF,122.6
YMIS,MISC,MISC,119.5
YMIT,CTAF,CTAF,126.7
YMIT,FSS,BRISBANE CNTR,126
YMIV,CTAF,CTAF,123.9
YMIV,MISC,MISC,122.1
YMIX,CTAF,CTAF,122.1
YMIX,MISC,MISC,119.5
YMJE,CTAF,CTAF,123.9
YMJE,MISC,MISC,122.1
YMJM,CTAF,CTAF,126.7
YMJM,FSS,MELBOURNE CNTR,124.9
YMKA,CTAF,CTAF,122.6
YMKA,MISC,MISC,121.2
YMLA,CTAF,CTAF,122.4
YMLA,MISC,MISC,118.4
YMLA,MISC,MISC,119.6
YMLC,CTAF,CTAF,126.5
YMLC,MISC,MISC,113.7
YMLC,MISC,MISC,119.6
YMLC,MISC,MISC,122.1
YMLD,CTAF,CTAF,119.6
YMLD,MISC,MISC,118.4
YMLD,MISC,MISC,119.6
YMLD,MISC,MISC,127.05
YMLL,CTAF,CTAF,120
YMLL,MISC,MISC,113.7
YMLL,MISC,MISC,119.6
YMLL,MISC,MISC,122.1
YMLN,CTAF,CTAF,125.4
YMLN,MISC,MISC,113.7
YMLN,MISC,MISC,119.6
YMLN,MISC,MISC,122.1
YMLR,CTAF,CTAF,121.2
YMLR,MISC,MISC,124.8
YMLS,CTAF,CTAF,123.9
YMLS,MISC,MISC,113.7
YMLS,MISC,MISC,119.6
YMLS,MISC,MISC,122.1
YMLT,TWR,TWR,118.7
YMLT,CTAF,CTAF,118.7
YMLT,ATIS,ATIS,112.6
YMLT,FSS,MELBOURNE CNTR,126.5
YMLX,CTAF,CTAF,118.4
YMLX,MISC,MISC,119.5
YMMB,TWR,East,118.1
YMMB,TWR,West,123
YMMB,CTAF,When TWR not operating,118.1
YMMB,ATIS,ATIS,120.9
YMMB,AWIS,A/hours,120.9
YMMB,FIA,Melb CNTR,135.7
YMMB,FUEL,World Fuel,121.65
YMMB,SMC,,134.25
YMMI,CTAF,CTAF,126.8
YMMI,FSS,MELBOURNE CNTR,118.4
YMML,GND,Melbourne ground,121.7
YMML,TWR,Melbourne Tower,120.5
YMML,APP,Melbourne Approach,132
YMML,DEP,Melbourne Departures (to north),118.9
YMML,DEP,Melbourne Departures (to south),129.4
YMML,ATIS,YMML ATIS,118
YMML,CLD,CLNC DEL,127.2
YMMN,CTAF,CTAF,123.9
YMMN,MISC,MISC,113.7
YMMN,MISC,MISC,119.6
YMMN,MISC,MISC,122.1
YMMT,CTAF,CTAF,118.8
YMMT,MISC,MISC,117.5
YMMT,MISC,MISC,122.4
YMMT,MISC,MISC,125.3
YMMU,CTAF,CTAF,126.7
YMMU,FSS,BRISBANE  CNTR,128.55
YMNA,CTAF,CTAF,124.8
YMNA,MISC,MISC,124.8
YMNB,CTAF,CTAF,122.1
YMNB,MISC,MISC,124.8
YMND,CTAF,CTAF,122.65
YMND,FSS,BRISBANE CNTR,125.7
YMNE,CTAF,CTAF,126.5
YMNE,FSS,MELBOURNE CNTR,118.95
YMNG,CTAF,CTAF,121.1
YMNG,FSS,MELBOURNE CNTR,122.4
YMNK,CTAF,CTAF,125.4
YMNK,MISC,MISC,113.7
YMNK,MISC,MISC,119.6
YMNK,MISC,MISC,122.1
YMNN,CTAF,CTAF,119.8
YMNN,MISC,MISC,124.8
YMNO,CTAF,CTAF,122.1
YMNO,MISC,MISC,117.5
YMNO,MISC,MISC,124
YMNP,CTAF,CTAF,121.2
YMNP,MISC,MISC,124.8
YMNS,CTAF,CTAF,120.7
YMNS,MISC,MISC,124.8
YMNT,CTAF,CTAF,124.8
YMNT,MISC,MISC,124.8
YMNW,CTAF,CTAF,125.7
YMNW,MISC,MISC,124.8
YMNX,CTAF,CTAF,118.4
YMNX,MISC,MISC,119.5
YMNY,CTAF,CTAF,125.4
YMNY,MISC,MISC,119.6
YMNY,MISC,MISC,127.1
YMOE,CTAF,CTAF,126.7
YMOE,MISC,MISC,119.5
YMOG,CTAF,CTAF,126.7
YMOG,FSS,MELBOURNE CNTR,124.8
YMOM,CTAF,CTAF,126.7
YMOM,ML CEN,ML CEN,118.6
YMOO,CTAF,CTAF,126.7
YMOO,MISC,MISC,125.4
YMOR,CTAF,CTAF/UNICOM,126.7
YMOR,FSS,BRISBANE CNTR,127.1
YMOT,CTAF,CTAF,122.1
YMOT,MISC,MISC,119.6
YMOT,MISC,MISC,127.1
YMOU,CTAF,CTAF,123.4
YMOU,MISC,MISC,117.5
YMOU,MISC,MISC,122.3
YMOU,MISC,MISC,122.4
YMOU,MISC,MISC,125.3
YMPA,CTAF,CTAF,125.9
YMPA,MISC,MISC,118.15
YMPC,CTAF,CTAF,126.2
YMPC,RDR,MELBOURNE RADAR,135.7
YMPK,CTAF,CTAF,122.4
YMPK,MISC,MISC,119.5
YMQA,CTAF,CTAF,118.6
YMQA,MISC,MISC,120
YMQA,MISC,MISC,120.2
YMRA,CTAF,CTAF,122.4
YMRA,MISC,MISC,120
YMRA,MISC,MISC,120.6
YMRA,MISC,MISC,123.4
YMRB,CTAF,CTAF,126.7
YMRB,FSS,BRISBANE CNTR,128.55
YMRE,CTAF,Lake Eyre Broadcast area,127.8
YMRE,MELBOURNE CENTRE,Melbourne Centre,121.2
YMRS,CTAF,CTAF,126.7
YMRS,MISC,MISC,112.9
YMRS,MISC,MISC,122.6
YMRT,CTAF,CTAF,126.7
YMRT,MISC,MISC,120.15
YMRW,CTAF,CTAF,126.7
YMRW,MISC,MISC,124.8
YMRY,FSS,MELBOURNE CNTR,120.75
YMRY,UNIC,CTAF/UNICOM,126.7
YMSF,CTAF,CTAF,134.2
YMSF,MISC,MISC,124.8
YMSK,CTAF,CTAF,120.7
YMSK,MISC,MISC,124.8
YMSP,CTAF,CTAF,119.8
YMSP,MISC,MISC,117.5
YMSP,MISC,MISC,122.4
YMSP,MISC,MISC,125.3
YMSS,CTAF,CTAF,122.6
YMSS,MISC,MISC,124.8
YMTA,CTAF,CTAF,122.1
YMTA,MISC,MISC,132.9
YMTB,CTAF,CTAF,122.1
YMTB,MISC,MISC,112.2
YMTB,MISC,MISC,122.3
YMTB,MISC,MISC,133.05
YMTC,CTAF,CTAF,124.1
YMTC,MISC,MISC,124.8
YMTI,CTAF,CTAF,126.7
YMTI,FSS,BRISBANE CNTR,125.7
YMTO,CTAF,CTAF,126.7
YMTO,FSS,BRISBANE CNTR,124.1
YMTW,CTAF,CTAF,122.6
YMTW,MISC,MISC,121.2
YMTX,CTAF,CTAF,120.7
YMTX,MISC,MISC,124.8
YMTZ,CTAF,CTAF,132.94
YMTZ,MISC,MISC,124.8
YMUA,CTAF,CTAF,124.1
YMUA,MISC,MISC,113.7
YMUA,MISC,MISC,119.6
YMUA,MISC,MISC,122.1
YMUC,CTAF,CTAF,123.4
YMUC,MISC,MISC,124.8
YMUE,CTAF,CTAF,124.1
YMUE,MISC,MISC,124.8
YMUG,CTAF,CTAF,134.2
YMUG,MISC,MISC,124.8
YMUJ,CTAF,CTAF,125.7
YMUJ,MISC,MISC,124.8
YMUK,CTAF,CTAF,125.7
YMUK,MISC,MISC,124.8
YMUL,CTAF,CTAF,119.1
YMUL,FSS,PERTH RADAR,135.25
YMUP,CTAF,CTAF,125.7
YMUP,MISC,MISC,124.8
YMUR,CTAF,CTAF,119.5
YMUR,MISC,MISC,112.2
YMUR,MISC,MISC,122.3
YMUR,MISC,MISC,133.05
YMUX,CTAF,CTAF,122.6
YMUX,MISC,MISC,119.5
YMVH,CTAF,CTAF,122.6
YMVH,MISC,MISC,121.2
YMVM,CTAF,CTAF,125.8
YMVM,MISC,MISC,113.2
YMVM,MISC,MISC,122.4
YMVN,CTAF,CTAF,126.7
YMVN,MISC,MISC,118.8
YMVN,MISC,MISC,122.4
YMVY,CTAF,CTAF,122.6
YMVY,MISC,MISC,124.8
YMWA,CTAF,CTAF,121.2
YMWA,MISC,MISC,124.8
YMWO,CTAF,CTAF,120.7
YMWO,MISC,MISC,118.4
YMWO,MISC,MISC,119.6
YMWT,CTAF,CTAF,119.5
YMWT,MISC,MISC,132.9
YMWX,CTAF,CTAF,125.4
YMWX,MISC,MISC,120.15
YMWX,MISC,MISC,120.6
YMYB,CTAF,CTAF,126.55
YMYB,FSS,BRISBANE CNTR,124.6
YMYH,CTAF,CTAF,134.4
YMYH,MISC,MISC,118.4
YMYH,MISC,MISC,119.6
YMYI,CTAF,CTAF,122.6
YMYI,MISC,MISC,121.2
YMYR,CTAF,CTAF,118.4
YMYR,MISC,MISC,120
YMYT,CTAF,CTAF,126.7
